# Метеостанция Санкт-Петербург, Россия, WMO_ID=26063, выборка с 01.05.2021 по 01.06.2021, все дни;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Кодировка: UTF-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"# Информация предоставлена сайтом ""Расписание Погоды"", rp5.ru";;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26063&lang=ru;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Местное время в Санкт-Петербурге;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
06.05.2021 15:00;6,8;744,3;744,7;-0,5;93;Ветер, дующий с северо-запада;2;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;5,8;;;;;;
06.05.2021 12:00;6,9;744,8;745,2;-1,4;93;Ветер, дующий с севера;1;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;5,9;;;;;;
06.05.2021 09:00;5,9;746,2;746,6;-1,7;95;Штиль, безветрие;0;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;4,6;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;5,1;3;12;Поверхность почвы влажная.;4,0;;
06.05.2021 06:00;5,6;747,9;748,3;-1,8;91;Ветер, дующий с востока;1;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;4,5;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;4,3;2;12;;;;
06.05.2021 03:00;5,1;749,7;750,1;-1,5;88;Ветер, дующий с востоко-северо-востока;1;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2000-2500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;3,3;;;;;;
06.05.2021 00:00;5,1;751,2;751,6;-0,6;89;Ветер, дующий с востока;1;;;100%.;Состояние неба в общем не изменилось. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10,0;3,4;;;;;;
05.05.2021 21:00;4,6;751,8;752,2;-0,4;92;Ветер, дующий с востоко-северо-востока;1;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Морось.;;7,8;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;3,4;2;12;;;;
05.05.2021 18:00;5,7;752,2;752,6;-0,3;74;Ветер, дующий с востоко-юго-востока;2;;;100%.;Дождь незамерзающий непрерывный умеренный в срок наблюдения. ;Дождь.;Морось.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;1,3;0,3;12;;;;
05.05.2021 15:00;7,6;752,5;752,8;-0,5;57;Ветер, дующий с востока;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;60%.;600-1000;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-0,4;;;;;;
05.05.2021 12:00;5,8;753,0;753,4;-0,3;68;Ветер, дующий с востоко-юго-востока;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;90  или более, но не 100%;600-1000;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;0,2;;;;;;
05.05.2021 09:00;3,4;753,3;753,7;-0,1;84;Ветер, дующий с востоко-северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Дождь.;Морось.;1,4;;Слоисто-кучевые, образовавшиеся не из кучевых.;100%.;600-1000;;;10,0;1,0;3;12;Поверхность почвы влажная.;2,0;;
05.05.2021 06:00;1,8;753,4;753,7;-0,1;92;Ветер, дующий с северо-востока;1;;;100%.;Состояние неба в общем не изменилось. ;Морось.;Облака покрывали более половины неба в течение всего соответствующего периода.;1,4;;Слоисто-кучевые, образовавшиеся из кучевых.;50%.;300-600;Высокослоистые просвечивающие.;;10,0;0,6;4;12;;;;
05.05.2021 03:00;1,6;753,5;753,9;0,1;95;Ветер, дующий с северо-северо-востока;2;;;100%.;Морось незамерзающая непрерывная слабая в срок наблюдения. ;Дождь.;Морось.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;0,9;;;;;;
05.05.2021 00:00;2,0;753,4;753,8;0,4;95;Ветер, дующий с северо-северо-запада;2;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;1,3;;;;;;
04.05.2021 21:00;2,0;753,0;753,4;1,1;95;Ветер, дующий с севера;2;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Морось.;;3,5;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;200-300;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;1,3;5;12;;;;
04.05.2021 18:00;2,9;751,9;752,3;1,5;91;Ветер, дующий с севера;2;;;100%.;Морось незамерзающая с перерывами слабая в срок наблюдения. ;Дождь.;Морось.;;;Слоисто-кучевые, образовавшиеся из кучевых.;100%.;200-300;;;10,0;1,5;4;12;;;;
04.05.2021 15:00;3,3;750,4;750,7;1,8;91;Ветер, дующий с севера;2;;10;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Снег или дождь со снегом.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;2,0;;;;;;
04.05.2021 12:00;2,7;748,6;749,0;1,0;93;Ветер, дующий с севера;3;;;100%.;Дождь или морось со снегом слабые. ;Снег или дождь со снегом.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;10,0;1,7;;;;;;
04.05.2021 09:00;2,1;747,6;748,0;0,2;95;Ветер, дующий с севера;2;;;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Дождь.;Морось.;1,5;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;1,3;7;12;Поверхность почвы влажная.;1,0;;
04.05.2021 06:00;2,1;747,4;747,7;-0,3;94;Ветер, дующий с северо-северо-востока;3;;;100%.;Морось незамерзающая непрерывная умеренная в срок наблюдения. ;Дождь.;Морось.;1,5;;Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.;100%.;300-600;;;4,0;1,2;8;12;;;;
04.05.2021 03:00;2,0;747,7;748,1;-0,8;94;Ветер, дующий с северо-северо-востока;2;;;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;Снег или дождь со снегом.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;1,1;;;;;;
04.05.2021 00:00;1,6;748,5;748,9;-1,3;94;Ветер, дующий с северо-северо-востока;3;;10;100%.;Снег с перерывами слабый в срок наблюдения. ;Дождь.;Облака покрывали более половины неба в течение всего соответствующего периода.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;0,7;;;;;;
03.05.2021 21:00;1,7;749,8;750,2;-1,2;92;Ветер, дующий с северо-востока;3;;10;100%.;Дождь незамерзающий непрерывный слабый в срок наблюдения. ;Снег или дождь со снегом.;Дождь.;;8,0;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;0,5;6;12;;;;
03.05.2021 18:00;2,3;751,0;751,3;-0,8;88;Ветер, дующий с северо-востока;3;;10;100%.;Снег непрерывный слабый в срок наблюдения. ;Снег или дождь со снегом.;Дождь.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;300-600;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;0,5;3;12;;;;
03.05.2021 15:00;4,5;751,8;752,2;-1,3;77;Ветер, дующий с северо-востока;2;;10;100%.;Дождь незамерзающий с перерывами слабый в срок наблюдения. ;Дождь.;Морось.;;;"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";100%.;600-1000;Высокослоистые непросвечивающие или слоисто-дождевые.;;4,0;0,8;;;;;;
03.05.2021 12:00;7,6;753,1;753,5;-2,0;51;Ветер, дующий с северо-востока;2;;;100%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;100%.;2000-2500;Высокослоистые просвечивающие.;;10,0;-1,9;;;;;;
03.05.2021 09:00;6,0;755,1;755,5;-2,5;60;Ветер, дующий с северо-востока;2;;;100%.; ;;;3,3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";10,0;-1,2;Осадков нет;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;0,0;;
03.05.2021 06:00;3,8;757,6;757,9;-2,2;46;Ветер, дующий с северо-востока;2;;;100%.; ;;;3,3;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;Облаков нет.;2500 или более, или облаков нет.;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";10,0;-6,9;Осадков нет;12;;;;
03.05.2021 03:00;4,5;759,8;760,2;-1,5;45;Ветер, дующий с востоко-северо-востока;2;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2000-2500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-6,4;;;;;;
03.05.2021 00:00;4,8;761,3;761,7;-0,3;51;Ветер, дующий с востоко-северо-востока;1;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;1500-2000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-4,5;;;;;;
02.05.2021 21:00;5,9;761,6;762,0;-0,2;48;Ветер, дующий с северо-востока;1;;;100%.; ;;;;10,8;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;10%  или менее, но не 0;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.;10,0;-4,4;Осадков нет;12;;;;
02.05.2021 18:00;9,9;761,8;762,2;-0,6;45;Ветер, дующий с востока;2;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся из кучевых.;70 – 80%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.;10,0;-1,5;Осадков нет;12;;;;
02.05.2021 15:00;7,4;762,4;762,8;0,0;59;Ветер, дующий с северо-северо-востока;2;;;60%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;50%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-0,2;;;;;;
02.05.2021 12:00;8,3;762,4;762,7;0,5;53;Ветер, дующий с востоко-северо-востока;1;;;100%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;70 – 80%.;1000-1500;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-0,9;;;;;;
02.05.2021 09:00;6,4;761,9;762,3;0,6;63;Ветер, дующий с востока;1;;;90  или более, но не 100%; ;;;4,0;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1500-2000;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-0,3;Осадков нет;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;2,0;;
02.05.2021 06:00;4,2;761,3;761,8;0,1;76;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;4,0;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;0,3;Осадков нет;12;;;;
02.05.2021 03:00;4,9;761,2;761,6;0,2;72;Ветер, дующий с востоко-юго-востока;2;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;0,3;;;;;;
02.05.2021 00:00;4,7;761,0;761,4;0,6;74;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;0,5;;;;;;
01.05.2021 21:00;5,8;760,4;760,8;0,4;67;Ветер, дующий с запада;1;;;70 – 80%.; ;;;;9,0;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;0,1;Осадков нет;12;;;;
01.05.2021 18:00;7,2;760,0;760,3;0,5;55;Ветер, дующий с запада;3;;10;70 – 80%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-1,3;Осадков нет;12;;;;
01.05.2021 15:00;8,5;759,5;759,9;0,7;36;Ветер, дующий с запада;5;10;10;50%.; ;;;;;Слоисто-кучевые, образовавшиеся не из кучевых.;20–30%.;1000-1500;Высококучевые просвечивающие, расположенные на одном уровне.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-5,7;;;;;;
01.05.2021 12:00;8,0;758,8;759,1;0,8;38;Ветер, дующий с западо-северо-запада;4;;;20–30%.; ;;;;;Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.;20–30%.;1000-1500;Высококучевых, высокослоистых или слоисто-дождевых облаков нет.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-5,7;;;;;;
01.05.2021 09:00;5,3;758,0;758,4;1,0;49;Ветер, дующий с запада;2;;;Облаков нет.; ;;;1,8;;;;;;;10,0;-4,7;Осадков нет;12;Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).;-1,0;;
01.05.2021 06:00;2,3;757,0;757,4;1,5;67;Ветер, дующий с западо-северо-запада;1;;;Облаков нет.; ;;;1,8;;;;;;;10,0;-3,2;Осадков нет;12;;;;
01.05.2021 03:00;3,7;755,5;755,9;1,0;62;Штиль, безветрие;0;;;90  или более, но не 100%; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;90  или более, но не 100%;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-2,9;;;;;;
01.05.2021 00:00;5,7;754,5;754,9;0,8;58;Ветер, дующий с запада;1;;;70 – 80%.; ;;;;;Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.;70 – 80%.;2500 или более, или облаков нет.;Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.;Перистых, перисто-кучевых или перисто-слоистых нет.;10,0;-2,0;;;;;;
